x y Ma
0 0.1014640057401272 1
0.03398870386545645 0 1.0669093132019043
0.05469255937671864 0.04088793546800866 1.2657817006111145
0.06466581568318577 0.055185898873389344 1.4262561202049255
0.07293548413568414 0.06622124118333057 1.579252541065216
0.08063964773478813 0.07645501399272911 1.731963574886322
0.1315583039321397 0.14468416720553073 1.731963574886322
0.09403567114814586 0 1.4262561202049255
0.11457903730552663 0.019944671633615445 1.579252541065216
0.13240695052283147 0.03717708537787357 1.731963574886322
0.14957608800754535 0.05427109238645446 1.8880134224891663
0.2795096468503599 0.18641076139794305 1.8880134224891663
0.14303451038908788 0 1.731963574886322
0.16903634421079092 0.01880446471172922 1.8880134224891663
0.19526108910768525 0.038811227913317314 2.0499324798583984
0.41780394738568666 0.2139192081125388 2.0499324798583984
0.20390186748608538 0 2.0499324798583984
0.2418293535905827 0.022106022618272488 2.219887435436249
0.5914697491142767 0.23447391027798462 2.219887435436249
0.2927932781113676 0 2.3999999165534973
0.8243146016189935 0.24362240944908006 2.3999999165534973
0.2927932781113676 0.0 2.4
0.29385845110436887 0.00048822126142099553 2.4
0.29492362409737016 0.0009764425228420164 2.4
0.2959887970903714 0.001464663784263012 2.4
0.29705397008337264 0.0019528850456840075 2.4
0.2981191430763739 0.002441106307105003 2.4
0.2991843160693752 0.002929327568526024 2.4
0.3002494890623764 0.0034175488299470194 2.4
0.30131466205537766 0.003905770091368015 2.4
0.3023798350483789 0.0043939913527890105 2.4
0.3034450080413802 0.004882212614210031 2.4
0.30451018103438143 0.005370433875631027 2.4
0.3055753540273827 0.0058586551370520224 2.4
0.3066405270203839 0.006346876398473018 2.4
0.3077057000133852 0.006835097659894039 2.4
0.30877087300638645 0.007323318921315034 2.4
0.3098360459993877 0.00781154018273603 2.4
0.31090121899238893 0.008299761444157025 2.4
0.3119663919853902 0.008787982705578045 2.4
0.31303156497839146 0.009276203966999042 2.4
0.3140967379713927 0.009764425228420037 2.4
0.31516191096439394 0.010252646489841033 2.4
0.31622708395739524 0.010740867751262054 2.4
0.3172922569503965 0.011229089012683048 2.4
0.3183574299433977 0.011717310274104045 2.4
0.319422602936399 0.012205531535525066 2.4
0.32048777592940025 0.01269375279694606 2.4
0.3215529489224015 0.013181974058367057 2.4
0.32261812191540273 0.013670195319788052 2.4
0.32368329490840403 0.014158416581209072 2.4
0.32474846790140527 0.014646637842630069 2.4
0.3258136408944065 0.015134859104051063 2.4
0.32687881388740775 0.01562308036547206 2.4
0.32794398688040904 0.01611130162689308 2.4
0.3290091598734103 0.016599522888314077 2.4
0.3300743328664115 0.01708774414973507 2.4
0.33113950585941276 0.017575965411156066 2.4
0.33220467885241406 0.018064186672577087 2.4
0.3332698518454153 0.018552407933998084 2.4
0.33433502483841654 0.01904062919541908 2.4
0.33540019783141783 0.0195288504568401 2.4
0.3364653708244191 0.020017071718261094 2.4
0.3375305438174203 0.02050529297968209 2.4
0.33859571681042155 0.020993514241103087 2.4
0.3396608898034228 0.021481735502524083 2.4
0.3407260627964241 0.021969956763945104 2.4
0.34179123578942533 0.022458178025366097 2.4
0.34285640878242657 0.022946399286787093 2.4
0.34392158177542786 0.023434620548208114 2.4
0.3449867547684291 0.02392284180962911 2.4
0.34605192776143034 0.024411063071050107 2.4
0.3471171007544316 0.0248992843324711 2.4
0.3481822737474329 0.02538750559389212 2.4
0.3492474467404341 0.025875726855313117 2.4
0.35031261973343536 0.026363948116734114 2.4
0.3513777927264366 0.02685216937815511 2.4
0.3524429657194379 0.02734039063957613 2.4
0.35350813871243913 0.027828611900997124 2.4
0.3545733117054404 0.02831683316241812 2.4
0.3556384846984416 0.028805054423839117 2.4
0.3567036576914429 0.029293275685260137 2.4
0.35776883068444415 0.029781496946681134 2.4
0.3588340036774454 0.030269718208102127 2.4
0.3598991766704467 0.030757939469523148 2.4
0.3609643496634479 0.031246160730944144 2.4
0.36202952265644917 0.03173438199236514 2.4
0.3630946956494504 0.03222260325378613 2.4
0.36415986864245165 0.03271082451520713 2.4
0.36522504163545294 0.033199045776628154 2.4
0.3662902146284542 0.03368726703804915 2.4
0.3673553876214554 0.03417548829947014 2.4
0.3684205606144567 0.03466370956089116 2.4
0.36948573360745796 0.03515193082231216 2.4
0.3705509066004592 0.035640152083733154 2.4
0.37161607959346044 0.036128373345154154 2.4
0.37268125258646173 0.036616594606575174 2.4
0.37374642557946297 0.03710481586799617 2.4
0.3748115985724642 0.03759303712941716 2.4
0.3758767715654655 0.03808125839083818 2.4
0.37694194455846675 0.03856947965225918 2.4
0.378007117551468 0.039057700913680174 2.4
0.3790722905444692 0.03954592217510117 2.4
0.38013746353747047 0.04003414343652217 2.4
0.38120263653047176 0.04052236469794319 2.4
0.382267809523473 0.04101058595936418 2.4
0.38333298251647424 0.04149880722078518 2.4
0.38439815550947554 0.0419870284822062 2.4
0.3854633285024768 0.042475249743627194 2.4
0.386528501495478 0.04296347100504819 2.4
0.38759367448847926 0.04345169226646919 2.4
0.3886588474814805 0.04393991352789018 2.4
0.3897240204744818 0.0444281347893112 2.4
0.39078919346748303 0.044916356050732194 2.4
0.39185436646048427 0.045404577312153194 2.4
0.39291953945348557 0.045892798573574214 2.4
0.3939847124464868 0.04638101983499521 2.4
0.39504988543948805 0.04686924109641621 2.4
0.3961150584324893 0.0473574623578372 2.4
0.3971802314254906 0.04784568361925822 2.4
0.3982454044184918 0.048333904880679214 2.4
0.39931057741149306 0.048822126142100214 2.4
0.40037575040449436 0.049310347403521235 2.4
0.4014409233974956 0.04979856866494223 2.4
0.40250609639049684 0.05028678992636322 2.4
0.4035712693834981 0.05077501118778422 2.4
0.4046364423764993 0.051263232449205214 2.4
0.4057016153695006 0.051751453710626234 2.4
0.40676678836250185 0.052239674972047234 2.4
0.4078319613555031 0.05272789623346823 2.4
0.4088971343485044 0.05321611749488925 2.4
0.4099623073415056 0.05370433875631024 2.4
0.41102748033450687 0.05419256001773124 2.4
0.4120926533275081 0.054680781279152234 2.4
0.41315782632050935 0.05516900254057323 2.4
0.41422299931351064 0.05565722380199425 2.4
0.4152881723065119 0.05614544506341525 2.4
0.4163533452995131 0.05663366632483624 2.4
0.4174185182925144 0.05712188758625726 2.4
0.41848369128551566 0.05761010884767826 2.4
0.4195488642785169 0.058098330109099254 2.4
0.42061403727151814 0.05858655137052025 2.4
0.4216792102645194 0.05907477263194125 2.4
0.4227443832575207 0.05956299389336227 2.4
0.4238095562505219 0.06005121515478326 2.4
0.4248747292435232 0.06053943641620428 2.4
0.42593990223652445 0.061027657677625274 2.4
0.4270050752295257 0.061515878939046274 2.4
0.42807024822252693 0.06200410020046727 2.4
0.42913542121552817 0.06249232146188827 2.4
0.43020059420852946 0.06298054272330929 2.4
0.4312657672015307 0.06346876398473028 2.4
0.432330940194532 0.0639569852461513 2.4
0.43339611318753324 0.0644452065075723 2.4
0.4344612861805345 0.06493342776899329 2.4
0.4355264591735357 0.0654216490304143 2.4
0.43659163216653696 0.06590987029183529 2.4
0.4376568051595382 0.06639809155325628 2.4
0.4387219781525395 0.0668863128146773 2.4
0.43978715114554073 0.0673745340760983 2.4
0.44085232413854203 0.06786275533751931 2.4
0.44191749713154327 0.06835097659894031 2.4
0.4429826701245445 0.0688391978603613 2.4
0.44404784311754575 0.06932741912178231 2.4
0.445113016110547 0.0698156403832033 2.4
0.44617818910354823 0.0703038616446243 2.4
0.4472433620965495 0.07079208290604531 2.4
0.44830853508955076 0.07128030416746631 2.4
0.44937370808255206 0.07176852542888733 2.4
0.4504388810755533 0.07225674669030832 2.4
0.45150405406855454 0.07274496795172933 2.4
0.4525692270615558 0.07323318921315032 2.4
0.453634400054557 0.07372141047457131 2.4
0.4546995730475583 0.07420963173599233 2.4
0.45576474604055955 0.07469785299741333 2.4
0.45682991903356085 0.07518607425883435 2.4
0.4578950920265621 0.07567429552025534 2.4
0.45896026501956333 0.07616251678167635 2.4
0.46002543801256457 0.07665073804309734 2.4
0.4610906110055658 0.07713895930451833 2.4
0.46215578399856705 0.07762718056593933 2.4
0.46322095699156834 0.07811540182736035 2.4
0.4642861299845696 0.07860362308878134 2.4
0.4653513029775709 0.07909184435020236 2.4
0.4664164759705721 0.07958006561162335 2.4
0.46748164896357336 0.08006828687304436 2.4
0.4685468219565746 0.08055650813446535 2.4
0.46961199494957584 0.08104472939588635 2.4
0.4706771679425771 0.08153295065730734 2.4
0.4717423409355784 0.08202117191872836 2.4
0.4728075139285796 0.08250939318014935 2.4
0.4738726869215809 0.08299761444157037 2.4
0.47493785991458215 0.08348583570299138 2.4
0.4760030329075834 0.08397405696441237 2.4
0.47706820590058463 0.08446227822583337 2.4
0.47813337889358587 0.08495049948725436 2.4
0.47919855188658717 0.08543872074867538 2.4
0.4802637248795884 0.08592694201009637 2.4
0.4813288978725897 0.0864151632715174 2.4
0.48239407086559094 0.0869033845329384 2.4
0.4834592438585922 0.0873916057943594 2.4
0.4845244168515934 0.08787982705578039 2.4
0.48558958984459466 0.08836804831720138 2.4
0.4866547628375959 0.08885626957862237 2.4
0.4877199358305972 0.0893444908400434 2.4
0.48878510882359844 0.08983271210146439 2.4
0.48985028181659973 0.09032093336288541 2.4
0.49091545480960097 0.09080915462430642 2.4
0.4919806278026022 0.09129737588572741 2.4
0.49304580079560345 0.0917855971471484 2.4
0.4941109737886047 0.0922738184085694 2.4
0.49517614678160593 0.09276203966999039 2.4
0.4962413197746072 0.09325026093141141 2.4
0.49730649276760847 0.09373848219283241 2.4
0.49837166576060976 0.09422670345425344 2.4
0.499436838753611 0.09471492471567443 2.4
0.5005020117466122 0.09520314597709542 2.4
0.5015671847396135 0.09569136723851641 2.4
0.5026323577326147 0.09617958849993741 2.4
0.503697530725616 0.0966678097613584 2.4
0.5047627037186173 0.09715603102277945 2.4
0.5058278767116186 0.09764425228420046 2.4
0.5068930497046198 0.09813247354562145 2.4
0.507958222697621 0.09862069480704244 2.4
0.5090233956906223 0.09910891606846343 2.4
0.5100885686836235 0.09959713732988443 2.4
0.5111537416766248 0.10008535859130542 2.4
0.5122189146696261 0.10057357985272647 2.4
0.5132840876626272 0.10106180111414742 2.4
0.5143492606556286 0.10155002237556847 2.4
0.5154144336486298 0.10203824363698946 2.4
